American Me, 1992, 13 Mar 1992, English, 125, Floyd Mutrux (story)  Floyd Mutrux (screenplay)  Desmond Nakano (screenplay), Edward James Olmos, 7.2, R, tt0103671, 5275, Biography  Crime  Drama, 1 nomination.
Love Potion No. 9, 1992, 13 Nov 1992, English, 92, Dale Launer, Dale Launer, 5.5, PG-13, tt0102343, 9488, Comedy  Fantasy  Romance, N/A
Honey I Blew Up the Kid, 1992, 17 Jul 1992, English, 89, Stuart Gordon (characters)  Brian Yuzna (characters)  Ed Naha (characters)  Garry Goodrow (story)  Thom Eberhardt (screenplay)  Peter Elbling (screenplay)  Garry Goodrow (screenplay), Randal Kleiser, 4.7, PG, tt0104437, 28914, Adventure  Comedy  Family, 10 nominations.
Wuthering Heights, 1992, 16 Oct 1992, English, 105, Emily Brontë (novel)  Anne Devlin, Peter Kosminsky, 6.9, PG, tt0104181, 8608, Drama  History  Romance, 1 nomination.
Medicine Man, 1992, 7 Feb 1992, English, 106, Tom Schulman (story)  Tom Schulman (screenplay)  Sally Robinson (screenplay), John McTiernan, 5.9, PG-13, tt0104839, 16215, Adventure  Drama  Romance, 1 nomination.
South Central, 1992, 18 Sep 1992, English, 99, Stephen Milburn Anderson (screenplay)  Donald Bakeer (book), Stephen Milburn Anderson, 6.7, R, tt0105450, 2685, Crime  Drama, 3 nominations.
Captain Ron, 1992, 18 Sep 1992, English, 90, John Dwyer (story)  John Dwyer (screenplay)  Thom Eberhardt (screenplay), Thom Eberhardt, 5.6, PG-13, tt0103924, 15501, Adventure  Comedy, 2 nominations.
Passenger 57, 1992, 6 Nov 1992, English, 84, Stewart Raffill (story)  Dan Gordon (story)  David Loughery (screenplay)  Dan Gordon (screenplay), Kevin Hooks, 5.8, R, tt0105104, 33250, Action  Crime  Thriller, N/A
Noises Off..., 1992, 20 Mar 1992, English, 101, Michael Frayn (play)  Marty Kaplan (screenplay), Peter Bogdanovich, 7.5, PG-13, tt0105017, 7671, Comedy, 1 win.
Hard Boiled, 1992, 16 Apr 1992, Cantonese, 128, John Woo (story)  Barry Wong (screenplay), John Woo, 7.9, R, tt0104684, 35619, Action  Crime  Drama, 2 wins & 3 nominations.
Gladiator, 1992, 6 Mar 1992, English, 101, Djordje Milicevic (story)  Robert Mark Kamen (story)  Lyle Kessler (screenplay)  Robert Mark Kamen (screenplay), Rowdy Herrington, 6.4, R, tt0104346, 6133, Action  Drama  Sport, N/A
Dread Poets' Society, 1992, N/A, English, 30, David Stafford (screenplay), Andy Wilson, 6.9, N/A, tt1197619, 12, Drama, N/A
Raising Cain, 1992, 7 Aug 1992, English, 91, Brian De Palma, Brian De Palma, 5.9, R, tt0105217, 8968, Crime  Drama  Thriller, 3 nominations.
Hellraiser III: Hell on Earth, 1992, 11 Sep 1992, English, 93, Clive Barker (characters)  Peter Atkins (story)  Tony Randel (story)  Peter Atkins (screenplay), Anthony Hickox, 5.4, R, tt0104409, 17828, Horror, 1 win & 6 nominations.
Kuffs, 1992, 10 Jan 1992, English, 102, Bruce A. Evans  Raynold Gideon, Bruce A. Evans, 5.8, PG-13, tt0104647, 7239, Action  Comedy  Crime, 1 win & 1 nomination.
Pure Country, 1992, 23 Oct 1992, English, 112, Rex McGee, Christopher Cain, 6.8, PG, tt0105191, 2682, Drama  Music  Romance, N/A
Howards End, 1992, 26 Feb 1993, English, 140, E.M. Forster (novel)  Ruth Prawer Jhabvala (screenplay), James Ivory, 7.5, PG, tt0104454, 19621, Drama  Romance, Won 3 Oscars. Another 28 wins & 31 nominations.
Diggstown, 1992, 14 Aug 1992, English, 98, Leonard Wise (novel)  Steven McKay (screenplay), Michael Ritchie, 7.0, R, tt0104107, 5291, Drama  Sport, N/A
Mom and Dad Save the World, 1992, 24 Jul 1992, English, 88, Chris Matheson  Ed Solomon, Greg Beeman, 5.2, PG, tt0104905, 3258, Adventure  Comedy  Family, 1 nomination.
Stop! Or My Mom Will Shoot, 1992, 21 Feb 1992, English, 87, Blake Snyder  William Osborne  William Davies, Roger Spottiswoode, 4.0, PG-13, tt0105477, 29208, Action  Comedy, 3 wins.
Honeymoon in Vegas, 1992, 28 Aug 1992, English, 96, Andrew Bergman, Andrew Bergman, 5.8, PG-13, tt0104438, 13530, Comedy  Romance  Thriller, Nominated for 2 Golden Globes. Another 1 nomination.
Police Story 3: Supercop, 1992, 26 Jul 1996, Cantonese, 91, Edward Tang (characters)  Edward Tang  Fibe Ma  Lee Wai Yee, Stanley Tong, 6.9, R, tt0104558, 13179, Action  Comedy  Crime, 2 wins & 3 nominations.
Prelude to a Kiss, 1992, 10 Jul 1992, English, 105, Craig Lucas (play)  Craig Lucas (screenplay), Norman René, 5.5, PG-13, tt0105165, 6105, Comedy  Fantasy  Romance, N/A
Ladybugs, 1992, 27 Mar 1992, English, 90, Curtis Burch, Sidney J. Furie, 5.2, PG-13, tt0104670, 6228, Comedy  Sport, 3 nominations.
The Lover, 1992, 30 Oct 1992, English, 115, Marguerite Duras (based on the novel)  Gérard Brach (adaptation)  Jean-Jacques Annaud (adaptation), Jean-Jacques Annaud, 6.9, R, tt0101316, 13515, Biography  Drama  Romance, Nominated for 1 Oscar. Another 3 wins & 6 nominations.
Hoffa, 1992, 25 Dec 1992, English, 140, David Mamet, Danny DeVito, 6.6, R, tt0104427, 15855, Biography  Crime  Drama, Nominated for 2 Oscars. Another 2 wins & 4 nominations.
One False Move, 1992, 8 May 1992, English, 105, Billy Bob Thornton  Tom Epperson, Carl Franklin, 7.2, R, tt0102592, 6505, Thriller  Crime  Drama, 8 wins & 8 nominations.
Husbands and Wives, 1992, 18 Sep 1992, English, 108, Woody Allen, Woody Allen, 7.6, R, tt0104466, 18959, Comedy  Drama  Romance, Nominated for 2 Oscars. Another 12 wins & 5 nominations.
HouseSitter, 1992, 12 Jun 1992, English, 102, Mark Stein (story)  Brian Grazer (story)  Mark Stein (screenplay), Frank Oz, 6.0, PG, tt0104452, 14863, Comedy  Romance, N/A
Shining Through, 1992, 31 Jan 1992, English, 132, Susan Isaacs (novel)  David Seltzer (screenplay), David Seltzer, 6.3, R, tt0105391, 6799, Drama  Romance  Thriller, 4 wins & 2 nominations.
Thunderheart, 1992, 3 Apr 1992, English, 119, John Fusco, Michael Apted, 6.8, R, tt0105585, 10487, Crime  Mystery  Thriller, 2 nominations.
Pet Sematary II, 1992, 28 Aug 1992, English, 100, Richard Outten, Mary Lambert, 4.7, R, tt0105128, 12081, Action  Horror  Thriller, 3 nominations.
Mo' Money, 1992, 24 Jul 1992, English, 89, Damon Wayans, Peter MacDonald, 5.4, R, tt0104897, 4995, Comedy  Crime  Romance, 1 win.
Final Analysis, 1992, 7 Feb 1992, English, 124, Robert Berger (story)  Wesley Strick (story)  Wesley Strick (screenplay), Phil Joanou, 5.8, R, tt0104265, 9918, Drama  Romance  Thriller, 4 nominations.
Rapid Fire, 1992, 21 Aug 1992, English, 95, Cindy Cirile (story)  Alan B. McElroy (story)  Alan B. McElroy (screenplay), Dwight H. Little, 6.2, R, tt0105219, 5659, Action  Crime  Drama, N/A
Memoirs of an Invisible Man, 1992, 28 Feb 1992, English, 99, H.F. Saint (book)  Robert Collector (screenplay)  Dana Olsen (screenplay)  William Goldman (screenplay), John Carpenter, 5.9, PG-13, tt0104850, 15613, Comedy  Romance  Sci-Fi, 5 nominations.
Unlawful Entry, 1992, 26 Jun 1992, English, 117, George Putnam (story)  John Katchmer (story)  Lewis Colick (story)  Lewis Colick (screenplay), Jonathan Kaplan, 6.2, R, tt0105699, 9970, Crime  Drama  Thriller, 1 nomination.
Europa Mission, 1992, N/A, N/A, N/A, N/A, N/A, N/A, N/A, tt0104210, N/A, N/A, N/A
Hero, 1992, 2 Oct 1992, English, 119, Laura Ziskin (story)  Alvin Sargent (story)  David Webb Peoples (story)  David Webb Peoples (screenplay), Stephen Frears, 6.4, PG-13, tt0104412, 16597, Comedy  Drama  Romance, N/A
1991: The Year Punk Broke, 1992, 20 Nov 1992, English, 99, N/A, David Markey, 7.5, N/A, tt0103595, 890, Documentary  History  Music, N/A
A Cry in the Night, 1992, 17 Sep 1992, English, 96, Mary Higgins Clark (novel)  Robin Spry, Robin Spry, 5.6, PG-13, tt0104035, 91, Drama  Thriller, N/A
A Midnight Clear, 1992, 24 Apr 1992, English, 108, William Wharton (novel)  Keith Gordon (screenplay), Keith Gordon, 7.2, R, tt0102443, 6730, Drama  War, 1 nomination.
A Stranger Among Us, 1992, 17 Jul 1992, English, 110, Robert J. Avrech, Sidney Lumet, 5.7, PG-13, tt0105483, 2570, Crime  Drama  Romance, 1 win & 3 nominations.
Aaj Ka Goonda Raaj, 1992, 10 Jul 1992, Hindi, N/A, Anees Bazmee, Ravi Raja Pinisetty, 6.5, N/A, tt0247909, 97, Action  Thriller  Family, N/A
Aces: Iron Eagle III, 1992, 12 Jun 1992, English, 98, Kevin Elders (characters)  Sidney J. Furie (characters)  Kevin Elders, John Glen, 3.3, R, tt0103617, 2188, Action  Drama, N/A
Afterburn, 1992, 30 May 1992, English, 103, Elizabeth Chandler, Robert Markowitz, 6.3, R, tt0103626, 494, Drama, Won 1 Golden Globe. Another 1 win & 9 nominations.
Alan & Naomi, 1992, 31 Jan 1992, English, 96, Myron Levoy (novel)  Jordan Horowitz (screenplay), Sterling Van Wagenen, 6.9, PG, tt0103640, 334, Drama  Family, 1 win & 1 nomination.
Amy Fisher: My Story, 1992, 28 Dec 1992, English, 93, Phil Penningroth, Bradford May, 5.0, TV-14, tt0103682, 135, Drama  Thriller, N/A
Article 99, 1992, 13 Mar 1992, English, 100, Ron Cutler, Howard Deutch, 6.0, R, tt0101371, 2338, Drama  Comedy, N/A
Auntie Lee's Meat Pies, 1992, 21 Oct 1992, English, 100, Joseph F. Robertson  Gerald Stein, Joseph F. Robertson, 3.8, R, tt0106323, 140, Comedy  Horror, N/A
Baby Snatcher, 1992, 3 May 1992, English, 93, Susan Rhinehart, Joyce Chopra, 5.8, N/A, tt0103749, 275, Drama, N/A
Back in the U.S.S.R., 1992, 7 Feb 1992, English, 87, Lindsay Smith (screenplay)  Lindsay Smith (story)  Ilmar Taska (story), Deran Sarafian, 4.8, R, tt0103752, 314, Crime  Drama  Thriller, N/A
Baraka, 1992, 1 Nov 1993, N/A, 96, Ron Fricke (concept)  Mark Magidson (concept)  Ron Fricke (scenario)  Mark Magidson (scenario)  Genevieve Nicholas (treatment)  Constantine Nicholas (treatment)  Ron Fricke (treatment)  Bob Green (concept)  Bob Green (scenario), Ron Fricke, 8.6, NOT RATED, tt0103767, 24228, Documentary  War, 1 win & 1 nomination.
Barjo, 1992, 7 Jul 1993, French, 85, Jacques Audiard (dialogue)  Jacques Audiard (screenplay)  Jérôme Boivin  Philip K. Dick (novel), Jérôme Boivin, 5.9, N/A, tt0104003, 224, Comedy  Drama  Romance, N/A
Beauty and the Beast, 1992, 4 May 1992, English, 49, Jacob Grimm (adapted from the classic tale "Beauty and the Beast" by)  Jack Olesker (screenplay), Masakazu Higuchi  Chinami Namba, 5.7, G, tt0791071, 127, Animation  Adventure  Drama, N/A
Benny's Video, 1992, 11 Feb 1993, German, 105, Michael Haneke, Michael Haneke, 7.2, N/A, tt0103793, 8224, Crime  Drama, 2 wins & 2 nominations.
Black Magic, 1992, 21 Mar 1992, English, 94, Daniel Taplitz, Daniel Taplitz, 5.4, PG-13, tt0103819, 115, Comedy  Drama  Horror, 1 win.
Blame It on the Bellboy, 1992, 6 Mar 1992, English, 78, Mark Herman, Mark Herman, 5.4, PG-13, tt0103827, 1974, Comedy, N/A
Blink of an Eye, 1992, 24 Jul 1992, English, 93, Edward Kovach, Bob Misiorowski, 3.3, R, tt0103836, 156, Adventure, N/A
Blue Ice, 1992, 9 Oct 1992, English, 105, Ted Allbeury (character)  Ron Hutchinson, Russell Mulcahy, 5.1, R, tt0103848, 1176, Action  Mystery  Thriller, 1 win & 1 nomination.
Bob Roberts, 1992, 4 Sep 1992, English, 102, Tim Robbins, Tim Robbins, 7.1, R, tt0103850, 10875, Comedy, Nominated for 1 Golden Globe. Another 5 wins & 1 nomination.
Body Puzzle, 1992, 20 Mar 1992, English, 98, Lamberto Bava (screenplay)  Teodoro Corrà (screenplay)  Teodoro Corrà (story)  Bruce Martin (screenplay)  Domenico Paolella (story), Lamberto Bava, 5.2, N/A, tt0101493, 280, Horror  Thriller, 1 nomination.
Bol Radha Bol, 1992, 3 Jul 1992, Hindi, N/A, Anees Bazmee (dialogue)  Sanjeev Duggal (screenplay)  Sanjeev Duggal (story), David Dhawan, 6.0, N/A, tt0172188, 497, Comedy  Romance  Thriller, N/A
Bonnie & Clyde: The True Story, 1992, 17 Aug 1992, English, 93, Gary Hoffman, Gary Hoffman, 5.6, N/A, tt0103858, 228, Drama, N/A
Brain Donors, 1992, 17 Apr 1992, English, 80, Pat Proft (screenplay)  George S. Kaufman (screenplay)  Morrie Ryskind (screenplay)  James Kevin McGuinness (story), Dennis Dugan, 7.0, PG, tt0103872, 3203, Comedy, N/A
Breaking the Silence, 1992, 14 Jan 1992, English, 96, Adam Greenman, Robert Iscove, 7.1, N/A, tt0103878, 65, Drama, N/A
Broadway Bound, 1992, 23 Mar 1992, English, 120, Neil Simon (play)  Neil Simon, Paul Bogart, 6.5, N/A, tt0102521, 97, Comedy  Drama, Nominated for 1 Golden Globe. Another 1 win & 5 nominations.
Brother's Keeper, 1992, 9 Sep 1992, English, 104, N/A, Joe Berlinger  Bruce Sinofsky, 7.7, NOT RATED, tt0103888, 2655, Documentary  Crime  Mystery, 11 wins & 2 nominations.
Canvas, 1992, 16 Sep 1992, English, 90, Alain Zaloum (original screenplay)  Brenda Newman (original screenplay), Alain Zaloum, 4.7, R, tt0103920, 97, Crime, N/A
Carry on Columbus, 1992, 20 Nov 1992, English, 91, John Antrobus (additional material)  Dave Freeman, Gerald Thomas, 2.8, N/A, tt0103927, 1655, Action  Adventure  Comedy, N/A
Child of Rage, 1992, 29 Sep 1992, English, 94, Phil Penningroth  Suzette Couture, Larry Peerce, 6.5, NOT RATED, tt0103955, 375, Biography  Drama  Mystery, 2 wins.
Christopher Columbus: The Discovery, 1992, 21 Aug 1992, English, 120, Mario Puzo (story)  John Briley (screenplay)  Cary Bates (screenplay)  Mario Puzo (screenplay), John Glen, 4.4, PG-13, tt0103962, 2159, Adventure  Biography  Drama, 1 win & 5 nominations.
CIA Code Name: Alexa, 1992, 6 Mar 1993, English, 93, Ken Lamplugh  John Weidner, Joseph Merhi, 4.1, R, tt0103907, 411, Action  Thriller  Adventure, N/A
Citizen Cohn, 1992, 22 Aug 1992, English, 115, Nicolas von Hoffman (biography)  David Franzoni, Frank Pierson, 7.2, R, tt0103973, 1079, Drama, Nominated for 2 Golden Globes. Another 11 wins & 17 nominations.
City of Joy, 1992, 15 Apr 1992, English, 132, Dominique Lapierre (book)  Mark Medoff (screenplay), Roland Joffé, 6.3, PG-13, tt0103976, 3728, Drama, 1 nomination.
Claire of the Moon, 1992, 21 Oct 1993, English, 107, Nicole Conn, Nicole Conn, 4.9, UNRATED, tt0103977, 755, Drama  Romance, N/A
Complex World, 1992, 28 Feb 1992, English, 81, Geoff Adams  Rich Lupo  Dennis Maloney  Jim Wolpaw, Jim Wolpaw, 7.2, R, tt0099295, 99, Comedy  Musical  Action, N/A
Condition: Critical, 1992, 20 Dec 1992, English, 96, Michael Braverman, Jerrold Freedman, 6.5, N/A, tt0104001, 62, Thriller, N/A
Consenting Adults, 1992, 16 Oct 1992, English, 99, Matthew Chapman, Alan J. Pakula, 5.7, R, tt0104006, 5100, Crime  Drama  Mystery, 1 nomination.
Contact, 1992, N/A, English, 30, Jonathan Darby, Jonathan Darby, 6.3, N/A, tt0104007, 634, Short, Nominated for 1 Oscar. Another 1 win.
Crazy in Love, 1992, 10 Aug 1992, English, 100, Luanne Rice (novel)  Gerald Ayres (teleplay), Martha Coolidge, 5.8, M, tt0104021, 275, Comedy  Drama  Romance, Nominated for 1 Golden Globe. Another 1 win & 4 nominations.
Crossing the Bridge, 1992, 11 Sep 1992, English, 103, Mike Binder, Mike Binder, 6.5, R, tt0104030, 638, Comedy  Drama, N/A
Crying Freeman 5: Abduction in Chinatown, 1992, N/A, Japanese, N/A, Ryoichi Ikegami (comic)  Kazuo Koike (comic)  Ryûnosuke Ono (screenplay), Harunisa Okamoto, 6.8, TV-MA, tt0190338, 97, Animation  Action  Adventure, N/A
Daens, 1992, 25 Feb 1993, Flemish, 138, Louis Paul Boon (novel)  François Chevallier  Stijn Coninx  Addy Weijers (scenario consultant), Stijn Coninx, 7.7, N/A, tt0104046, 2765, Biography  Drama  History, Nominated for 1 Oscar. Another 7 wins & 1 nomination.
Dakota Road, 1992, 17 Jul 1992, English, 88, Nick Ward, Nick Ward, 7.1, N/A, tt0099343, 42, Drama, 1 win.
Dark Horse, 1992, 17 Jul 1992, English, 98, Tab Hunter (story)  Janet MacLean (screenplay), David Hemmings, 7.0, PG, tt0104054, 522, Drama, N/A
Dead On: Relentless II, 1992, 26 Feb 1992, English, 93, Phil Alden Robinson (characters)  Mark Sevi, Michael Schroeder, 5.4, R, tt0101672, 229, Action  Thriller, N/A
Deep Blues, 1992, 21 Jun 1995, English, 91, Robert Palmer, Robert Mugge, 7.5, N/A, tt0101697, 91, Documentary  Music, 1 nomination.
Deewana, 1992, 25 Jun 1992, Hindi, 185, Sagar Sarhadi (dialogue)  Sagar Sarhadi (screenplay), Raj Kanwar, 6.9, N/A, tt0126871, 3413, Action  Comedy  Crime, 3 wins.
Delta Heat, 1992, 30 Dec 1992, English, 91, Sam A. Scribner, Michael Fischa, 5.1, R, tt0104080, 284, Action  Drama, N/A
Demonic Toys, 1992, 7 Aug 1992, English, 86, Charles Band (original idea)  David S. Goyer (screenplay), Peter Manoogian, 5.1, R, tt0104083, 2052, Comedy  Fantasy  Horror, N/A
Desert Kickboxer, 1992, 14 Oct 1992, English, 86, Isaac Florentine (story)  Isaac Florentine (screenplay)  Jim Lotfi (screenplay), Isaac Florentine, 3.6, R, tt0104087, 158, Action  Drama  Western, N/A
Dil Aashna Hai (...The Heart Knows), 1992, 23 Oct 1992, Hindi, 164, Iqbal Durrani (dialogue)  Imtiaz Hussain (screenplay)  Imtiaz Hussain (story)  Suraj Sanim (dialogue), Hema Malini, 4.9, N/A, tt0101732, 899, Romance, N/A
Dil Ka Kya Kasoor, 1992, 14 Jan 1992, Hindi, N/A, Talat Rekhi (dialogue)  Talat Rekhi (screenplay)  Talat Rekhi (story), Lawrence D'Souza, 6.7, N/A, tt0193102, 92, Musical  Romance, N/A
Doing Time on Maple Drive, 1992, 16 Mar 1992, English, 92, James Duff, Ken Olin, 7.0, N/A, tt0104118, 1787, Drama, N/A
Don Quixote, 1992, 10 Nov 2005, Spanish, 116, Miguel de Cervantes y Saavedra (novel)  Javier Mina (dialogue adaptation)  Jesús Franco (dialogue adaptation), Orson Welles, 6.4, N/A, tt0104121, 531, Drama, N/A
Double Trouble, 1992, 14 Feb 1992, English, 86, Jeffrey Kerns (screenplay)  Kurt Wimmer (story)  Charles Osburn (story)  Kurt Wimmer  Charles Osburn, John Paragon, 3.7, R, tt0104135, 893, Action  Comedy  Crime, N/A
Double Vision, 1992, 2 Dec 1992, English, 92, Tony Grisoni (screenplay)  Mary Higgins Clark (short story), Robert Knights, 5.2, PG-13, tt0104136, 101, Drama  Mystery  Thriller, N/A
Dr. Giggles, 1992, 23 Oct 1992, English, 95, Manny Coto  Graeme Whifler, Manny Coto, 4.9, R, tt0104139, 3942, Comedy  Drama  Horror, 1 win & 1 nomination.
Dust Devil, 1992, 16 Apr 1993, N/A, 87, Richard Stanley, Richard Stanley, 6.4, R, tt0104155, 3034, Horror  Mystery  Thriller, 4 nominations.
Édes Emma  drága Böbe - vázlatok  aktok, 1992, 20 Mar 1992, Hungarian, 90, István Szabó  Andrea Vészits, István Szabó, 7.1, N/A, tt0105919, 327, Drama, 3 wins & 2 nominations.
Ek Ladka Ek Ladki, 1992, 18 Jun 1992, Hindi, N/A, Saleem Agha, Vijay Sadanah, 5.9, N/A, tt0291883, 439, Comedy  Romance, N/A
El maestro de esgrima, 1992, 18 Sep 1992, Spanish, 88, Antonio Larreta  Pedro Olea  Francisco Prada  Arturo Pérez-Reverte, Pedro Olea, 7.2, N/A, tt0104788, 364, History  Thriller, 9 wins & 8 nominations.
Eyes of the Beholder, 1992, 1 Sep 1992, English, 89, Lawrence L. Simeone, Lawrence L. Simeone, 4.3, R, tt0104218, 142, Thriller  Horror  Mystery, N/A
Falling from Grace, 1992, 21 Feb 1992, English, 100, Larry McMurtry, John Mellencamp, 5.6, PG-13, tt0104225, 405, Drama  Music, N/A
Fatal Memories, 1992, 9 Nov 1992, English, 120, Audrey Davis Levin, Daryl Duke, 6.2, N/A, tt0104236, 75, Drama, 1 nomination.
Feed, 1992, 1 Oct 1992, English, 76, N/A, Kevin Rafferty  James Ridgeway, 5.8, N/A, tt0104244, 140, Documentary, N/A
Fifty/Fifty, 1992, 26 Feb 1993, English, 101, Dennis Shryack  Michael Butler, Charles Martin Smith, 5.6, R, tt0106902, 476, Action  Adventure  Comedy, N/A
Flodder in Amerika!, 1992, 3 Jul 1992, Dutch, 120, Dick Maas, Dick Maas, 5.3, N/A, tt0104279, 3061, Comedy, 1 win.
Folks!, 1992, 1 May 1992, English, 107, Robert Klane, Ted Kotcheff, 5.4, PG-13, tt0104283, 1914, Comedy  Drama, 1 nomination.
For Better or for Worse: The Last Camping Trip, 1992, 28 Aug 1992, English, 30, Lynn Johnston (comic strip)  Lynn Johnston  Scott Barrie  Susan Snooks, Sebastian Grunstra, 8.0, N/A, tt0239411, 6, Animation  Family  Romance, N/A
Forbidden Love: The Unashamed Stories of Lesbian Lives, 1992, 15 Jun 1995, English, 85, Lynne Fernie  Aerlyn Weissman, Lynne Fernie  Aerlyn Weissman, 7.4, N/A, tt0106944, 189, Documentary, 2 wins.
Frankenstein, 1992, 14 Jun 1993, English, 117, Mary Shelley (novel)  David Wickes, David Wickes, 5.7, N/A, tt0106959, 426, Drama  Horror  Sci-Fi, Nominated for 1 Primetime Emmy. Another 3 nominations.
Freddie as F.R.O.7., 1992, 28 Aug 1992, English, 90, Jon Acevski (script)  David Ashton (script)  Peter Gardner (additional writer), Jon Acevski, 5.0, PG, tt0104298, 461, Animation  Adventure  Fantasy, N/A
Freejack, 1992, 17 Jan 1992, English, 110, Robert Sheckley (novel)  Steven Pressfield (screen story)  Ronald Shusett (screen story)  Steven Pressfield (screenplay)  Ronald Shusett (screenplay)  Dan Gilroy (screenplay), Geoff Murphy, 5.3, R, tt0104299, 11467, Action  Crime  Sci-Fi, 3 nominations.
Frosty Returns, 1992, 1 Dec 1992, English, 24, Oliver Goldstick  Jim Lewis (based on a story by), Evert Brown  Bill Melendez, 4.9, TV-G, tt0106973, 1727, Short  Animation  Musical, N/A
Gas  Food Lodging, 1992, 10 Jul 1992, English, 101, Richard Peck (novel)  Allison Anders (screenplay), Allison Anders, 6.8, R, tt0104321, 2634, Drama  Romance, 4 wins & 6 nominations.
Golem  l'esprit de l'exil, 1992, 10 Jun 1992, French, 105, Amos Gitai (scenario)  Stephan Levine (adaptation), Amos Gitai, 6.0, N/A, tt0104356, 51, Drama, N/A
Kenny Loggins: Live from the Grand Canyon, 1992, 16 Nov 2004, English, 72, N/A, Jeb Brien, N/A, N/A, tt3970226, N/A, Music, N/A
Hammer Down, 1992, N/A, English, 83, Simon Abbott, James Shavick, 3.9, N/A, tt0233840, 26, Action  Drama, N/A
Hard Hunted, 1992, 14 Feb 2006, English, 97, Andy Sidaris, Andy Sidaris, 3.1, R, tt0104391, 519, Action  Adventure  Thriller, N/A
Hit the Dutchman, 1992, 12 Jun 1992, English, 116, Alex Simon (story)  Menahem Golan (screenplay), Menahem Golan, 6.8, R, tt0104423, 130, Crime  Drama, N/A
Hot Chocolate, 1992, 12 Dec 1992, English, 93, Maryedith Burrell (screenplay)  Ginny Cerrella (screenplay)  Fabrice Ziolkowski (adaptation), Josée Dayan, 4.1, PG-13, tt0104444, 131, Comedy  Romance, N/A
Huang Fei Hong xiao zhuan, 1992, 8 Aug 1992, Cantonese, 93, N/A, Lik-Chi Lee, 6.1, N/A, tt0104459, 132, Action  Comedy, N/A
Hurricane Smith, 1992, 31 Jan 1992, English, 86, Kevin James Dobson (idea)  Peter A. Kinloch (idea)  Peter A. Kinloch (screenplay), Colin Budds, 4.0, R, tt0099814, 222, Action  Drama, N/A
I Don't Buy Kisses Anymore, 1992, 24 Apr 1992, English, 110, Jonnie Lindsell  R. Ross Meszaros (additional dialogue), Robert Marcarelli, 6.1, PG, tt0104469, 256, Comedy  Romance, 1 win.
In Search of Our Fathers, 1992, N/A, English, 70, N/A, Marco Williams, 7.7, N/A, tt0104492, 13, Documentary, 1 nomination.
In the Deep Woods, 1992, 26 Oct 1992, English, 95, Nicholas Conde (book)  Robert Nathan (teleplay)  Robert Rosenblum (teleplay), Charles Correll, 5.6, N/A, tt0104497, 304, Crime  Thriller, 1 nomination.
In the Line of Duty: Siege at Marion, 1992, 10 Feb 1992, English, 96, Rick Husky, Charles Haid, 5.5, PG-13, tt0104500, 105, Action  Drama, N/A
In the Soup, 1992, 13 Aug 1992, English, 93, Sollace Mitchell  Alexandre Rockwell, Alexandre Rockwell, 7.0, R, tt0104503, 1715, Comedy  Drama, 6 wins & 2 nominations.
Incident at Oglala, 1992, 26 Jun 1992, English, 89, N/A, Michael Apted, 7.5, PG, tt0104504, 812, Documentary  History, 1 nomination.
Indochine, 1992, 23 Dec 1992, French, 159, Erik Orsenna  Louis Gardel  Catherine Cohen (original scenario & adaptation and dialogue)  Régis Wargnier, Régis Wargnier, 7.1, PG-13, tt0104507, 6804, Drama  Romance, Won 1 Oscar. Another 11 wins & 10 nominations.
Innocent Blood, 1992, 25 Sep 1992, English, 112, Michael Wolk, John Landis, 6.2, R, tt0104511, 6974, Comedy  Crime  Horror, 3 nominations.
Inside Monkey Zetterland, 1992, 25 Aug 1993, English, 93, Steve Antin  John Boskovich (additional dialogue), Jefery Levy, 5.2, R, tt0107220, 240, Comedy, 1 win & 4 nominations.
Inspector Gadget Saves Christmas, 1992, 4 Dec 1992, English, N/A, Jack Hanrahan  Eleanor Burian-Mohr  Jean Chalopin (original concept), Chuck Patton, 6.7, N/A, tt0285225, 114, Animation  Comedy  Family, N/A
Interceptor, 1992, 9 Jan 1993, English, 92, John D. Brancato  Michael Ferris, Michael Cohn, 4.8, R, tt0104516, 455, Action  Sci-Fi, N/A
Into the Sun, 1992, 31 Jan 1992, English, 101, John D. Brancato  Michael Ferris, Fritz Kiersch, 5.1, R, tt0104521, 553, Action  Comedy, N/A
Intruders, 1992, 17 May 1992, English, 163, Barry Oringer (teleplay)  Tracy Tormé (teleplay)  Barry Oringer (story)  Budd Hopkins (book), Dan Curtis, 6.6, N/A, tt0104523, 836, Biography  Horror  Mystery, Nominated for 1 Primetime Emmy. Another 2 nominations.
Jennifer 8, 1992, 6 Nov 1992, English, 124, Bruce Robinson, Bruce Robinson, 6.2, R, tt0104549, 11186, Crime  Drama  Mystery, 5 wins.
Jersey Girl, 1992, 1 Aug 1992, English, 95, Gina Wendkos, David Burton Morris, 6.0, PG-13, tt0104550, 1088, Comedy  Drama  Romance, N/A
Jo Jeeta Wohi Sikandar, 1992, 22 May 1992, Hindi, 174, Nasir Hussain (dialogue)  Mansoor Khan (screenplay)  Mansoor Khan (story), Mansoor Khan, 8.3, PG, tt0104561, 9735, Comedy  Drama  Romance, 1 win.
Jonathan: The Boy Nobody Wanted, 1992, 19 Oct 1992, English, 100, Doris Silverton (story)  Peter Nelson (story)  Steve Lawson (story)  Dalene Young (story)  Steve Lawson (teleplay)  Dalene Young (teleplay), George Kaczender, 6.9, N/A, tt0104569, 68, Drama, 4 nominations.
