Beethoven's 2nd, 1993, 17 Dec 1993, English, 89, John Hughes (characters)  Amy Holden Jones (characters)  Len Blum, Rod Daniel, 4.7, PG, tt0106375, 16743, Comedy  Family  Romance, Nominated for 1 Oscar. Another 4 nominations.
Malice, 1993, 1 Oct 1993, English, 107, Aaron Sorkin (story)  Jonas McCord (story)  Aaron Sorkin (screenplay)  Scott Frank (screenplay), Harold Becker, 6.3, R, tt0107497, 16498, Crime  Mystery  Thriller, 2 wins.
Blown Away, 1993, 14 Aug 1993, English, 92, Robert C. Cooper, Brenton Spencer, 5.1, R, tt0103843, 3331, Action  Drama  Romance, N/A
Heaven, 1993, N/A, Serbo-Croatian, 83, Milos Crnjanski (novel)  Petar Zec (adaptation), Petar Zec, N/A, N/A, tt0192505, N/A, N/A, N/A
Striking Distance, 1993, 17 Sep 1993, English, 102, Rowdy Herrington  Marty Kaplan, Rowdy Herrington, 5.8, R, tt0108238, 31148, Action  Crime  Mystery, N/A
The Man Without a Face, 1993, 25 Aug 1993, English, 115, Isabelle Holland (novel)  Malcolm MacRury (screenplay), Mel Gibson, 6.7, PG-13, tt0107501, 20770, Drama, 3 nominations.
Judgment Night, 1993, 15 Oct 1993, English, 110, Lewis Colick (story)  Jere Cunningham (story)  Lewis Colick (screenplay), Stephen Hopkins, 6.6, R, tt0107286, 10893, Action  Crime  Drama, N/A
Surf Ninjas, 1993, 20 Aug 1993, English, 87, Dan Gordon, Neal Israel, 4.9, PG, tt0108258, 5824, Action  Adventure  Comedy, 1 nomination.
Fearless, 1993, 15 Oct 1993, English, 122, Rafael Yglesias (novel)  Rafael Yglesias (screenplay), Peter Weir, 7.2, R, tt0106881, 16225, Drama  Thriller, Nominated for 1 Oscar. Another 7 wins & 3 nominations.
The Program, 1993, 24 Sep 1993, English, 112, David S. Ward  Aaron Latham, David S. Ward, 6.4, R, tt0107889, 6829, Action  Drama  Sport, N/A
Sirens, 1993, 3 Nov 1994, English, 98, John Duigan, John Duigan, 5.8, R, tt0111201, 7966, Comedy  Drama  Romance, 1 win & 3 nominations.
Aspen Extreme, 1993, 22 Jan 1993, English, 113, Patrick Hasburgh, Patrick Hasburgh, 5.7, PG-13, tt0106315, 2195, Action  Drama, N/A
Weekend at Bernie's II, 1993, 9 Jul 1993, English, 97, Robert Klane (characters)  Robert Klane, Robert Klane, 4.5, PG, tt0108539, 9723, Comedy, N/A
Manhattan Murder Mystery, 1993, 18 Aug 1993, English, 104, Woody Allen  Marshall Brickman, Woody Allen, 7.4, PG, tt0107507, 25272, Comedy  Mystery, Nominated for 1 Golden Globe. Another 3 nominations.
Naked, 1993, 1 Feb 1994, English, 126, Mike Leigh, Mike Leigh, 7.9, UNRATED, tt0107653, 20668, Drama, 10 wins & 4 nominations.
Needful Things, 1993, 27 Aug 1993, English, 120, Stephen King (book)  W.D. Richter (screenplay), Fraser Clarke Heston, 6.2, R, tt0107665, 14856, Crime  Drama  Fantasy, 1 win & 5 nominations.
My Life, 1993, 12 Nov 1993, English, 117, Bruce Joel Rubin, Bruce Joel Rubin, 6.8, PG-13, tt0107630, 8157, Drama, N/A
Nowhere to Run, 1993, 15 Jan 1993, English, 94, Joe Eszterhas (story)  Richard Marquand (story)  Joe Eszterhas (screenplay)  Leslie Bohem (screenplay)  Randy Feldman (screenplay), Robert Harmon, 5.5, R, tt0107711, 15134, Action  Crime  Drama, 1 nomination.
Hear No Evil, 1993, 26 Mar 1993, English, 97, Randall M. Badat (story)  Danny Rubin (story)  Randall M. Badat (screenplay)  Kathleen Rowell (screenplay), Robert Greenwald, 5.1, R, tt0107090, 812, Thriller, N/A
Lost in Yonkers, 1993, 14 May 1993, English, 114, Neil Simon (play)  Neil Simon (screenplay), Martha Coolidge, 6.7, PG, tt0107443, 1960, Comedy  Drama, 1 nomination.
Body of Evidence, 1993, 15 Jan 1993, English, 99, Brad Mirman, Uli Edel, 4.3, R, tt0106453, 10541, Drama  Romance  Thriller, 1 win & 7 nominations.
A Far Off Place, 1993, 12 Mar 1993, English, 108, Laurens Van der Post (books)  Robert Caswell (screenplay)  Jonathan Hensleigh (screenplay)  Sally Robinson (screenplay), Mikael Salomon, 6.6, PG, tt0106868, 2615, Adventure  Drama  Family, N/A
Wide Sargasso Sea, 1993, 16 Apr 1993, English, 98, Jan Sharp  Carole Angier  Charlotte Brontë (characters)  Jean Rhys (novel), John Duigan, 5.8, NC-17, tt0108565, 1499, Drama  Romance  Thriller, N/A
Mad Dog and Glory, 1993, 5 Mar 1993, English, 97, Richard Price, John McNaughton, 6.2, R, tt0107473, 15944, Comedy  Crime  Drama, 1 nomination.
The Meteor Man, 1993, 6 Aug 1993, English, 100, Robert Townsend, Robert Townsend, 4.9, PG, tt0107563, 4762, Action  Comedy  Fantasy, 1 nomination.
Made in America, 1993, 28 May 1993, English, 111, Marcia Brandwynne (story)  Nadine Schiff (story)  Holly Goldberg Sloan (story)  Holly Goldberg Sloan (screenplay), Richard Benjamin, 4.8, PG-13, tt0107478, 11061, Comedy, N/A
Untamed Heart, 1993, 12 Feb 1993, English, 102, Tom Sierchio, Tony Bill, 6.8, PG-13, tt0108451, 9425, Comedy  Drama  Romance, 3 wins.
The Dark Half, 1993, 23 Apr 1993, English, 122, Stephen King (novel)  George A. Romero (screenplay), George A. Romero, 5.9, R, tt0106664, 10885, Horror  Mystery, 3 wins & 8 nominations.
Fatal Instinct, 1993, 29 Oct 1993, English, 91, David O'Malley, Carl Reiner, 5.6, PG-13, tt0106873, 5098, Comedy  Crime  Thriller, N/A
Beyond the Law, 1993, 22 Apr 1993, English, 108, Larry Ferguson, Larry Ferguson, 6.5, R, tt0103805, 4373, Biography  Crime  Drama, N/A
M. Butterfly, 1993, 1 Oct 1993, English, 101, David Henry Hwang (play)  David Henry Hwang (screenplay), David Cronenberg, 6.8, R, tt0107468, 6176, Drama  Romance, 1 win.
A Dangerous Woman, 1993, 3 Dec 1993, English, 102, Mary McGarry Morris (novel)  Naomi Foner (screenplay), Stephen Gyllenhaal, 6.0, N/A, tt0106661, 1077, Drama  Romance, Nominated for 1 Golden Globe. Another 2 wins & 2 nominations.
A Home of Our Own, 1993, 5 Nov 1993, English, 104, Patrick Sheane Duncan, Tony Bill, 7.0, PG, tt0107130, 2055, Biography  Drama, 1 win & 3 nominations.
A House in the Hills, 1993, 28 Apr 1995, English, 95, David J. Greenberg (contributing writer)  Miguel Tejada-Flores  Ken Wiederhorn, Ken Wiederhorn, 5.6, R, tt0107147, 600, Romance  Thriller, N/A
About Georgia, 1993, N/A, N/A, N/A, Nana Dzhordzhadze, Nana Dzhordzhadze, N/A, N/A, tt0106213, N/A, N/A, N/A
Adrift, 1993, 13 Apr 1993, English, 89, Graham Flashner  Ed Gernon  Tess Gerritsen (screenplay)  Tess Gerritsen (story), Christian Duguay, 5.2, N/A, tt0106222, 228, Thriller, 1 win & 2 nominations.
All or Nothing at All, 1993, 3 Dec 1993, English, 180, N/A, N/A, 8.3, N/A, tt0106249, 99, N/A, N/A
Ambush in Waco: In the Line of Duty, 1993, 23 May 1993, English, 98, Phil Penningroth, Dick Lowry, 5.2, R, tt0107205, 426, Action  Drama, N/A
American Kickboxer 2, 1993, 4 Aug 1993, English, 93, Jenö Hodi  Greg Lewis (additional dialogue)  Paul Wolansky, Jenö Hodi, 3.0, R, tt0164336, 215, Action  Romance, N/A
American Yakuza, 1993, 22 Dec 1993, English, 96, Takashige Ichise (story)  Max Strom (screenplay)  John Allen Nelson (screenplay), Frank A. Cappello, 5.7, R, tt0109099, 1756, Action  Crime  Drama, N/A
Amongst Friends, 1993, 23 Jul 1993, English, 86, Rob Weiss, Rob Weiss, 5.4, R, tt0106264, 452, Crime  Drama, 2 nominations.
Amos & Andrew, 1993, 5 Mar 1993, English, 96, E. Max Frye, E. Max Frye, 5.5, PG-13, tt0106266, 6904, Comedy  Crime, N/A
And the Band Played On, 1993, 11 Sep 1993, English, 141, Randy Shilts (book)  Arnold Schulman (teleplay), Roger Spottiswoode, 7.8, PG-13, tt0106273, 7335, Drama, Nominated for 2 Golden Globes. Another 10 wins & 21 nominations.
Angelfist, 1993, 12 May 1993, English, 80, Anthony L. Greene, Cirio H. Santiago, 4.8, R, tt0106280, 237, Action  Thriller, N/A
Another Stakeout, 1993, 23 Jul 1993, English, 108, Jim Kouf  Jim Kouf (characters), John Badham, 5.4, PG-13, tt0106292, 10029, Action  Comedy  Crime, N/A
Art of Fighting, 1993, N/A, Japanese, 46, N/A, Hiroshi Fukutomi, 5.2, Not Rated, tt0167006, 58, Animation  Action  Adventure, N/A
At the River I Stand, 1993, N/A, English, 56, David Appleby, David Appleby  Allison Graham  Steven John Ross, 8.2, N/A, tt0230010, 37, N/A, 1 win.
Attack of the 50 Ft. Woman, 1993, 11 Dec 1993, English, 90, Mark Hanna (earlier screenplay)  Joseph Dougherty (teleplay), Christopher Guest, 3.8, R, tt0106317, 2168, Comedy  Sci-Fi, 1 nomination.
Baazigar, 1993, 12 Nov 1993, Hindi, 175, Robin Bhatt  Akash Khurana  Javed Siddiqui, Abbas Alibhai Burmawalla  Mastan Alibhai Burmawalla, 7.9, R, tt0106333, 13424, Crime  Drama  Thriller, 4 wins & 6 nominations.
Babylon 5: The Gathering, 1993, 22 Feb 1993, English, 89, J. Michael Straczynski, Richard Compton, 6.7, UNRATED, tt0106336, 5918, Action  Adventure  Sci-Fi, Won 1 Primetime Emmy. Another 1 nomination.
Bad Girls, 1993, N/A, English, N/A, N/A, N/A, 5.3, N/A, tt0181970, 36, N/A, N/A
Bank Robber, 1993, 3 Dec 1993, English, 91, Nick Mead, Nick Mead, 4.3, R, tt0106353, 250, Comedy  Crime  Romance, N/A
Barbarians at the Gate, 1993, 20 Mar 1993, English, 107, Bryan Burrough (book)  John Helyar (book)  Larry Gelbart (teleplay), Glenn Jordan, 7.4, R, tt0106356, 2069, Biography  Comedy  Drama, Won 2 Golden Globes. Another 6 wins & 16 nominations.
Bare Exposure, 1993, 11 Dec 2000, English, 86, Jalee Bailey, Rafe M. Portilo, 3.9, R, tt0106359, 152, Comedy, N/A
Benefit of the Doubt, 1993, 16 Jul 1993, English, 90, Michael Lieber (story)  Jeffrey Polman (screenplay)  Christopher Keyser (screenplay), Jonathan Heap, 5.0, R, tt0106386, 401, Thriller, N/A
Better Off Dead, 1993, 12 Jan 1993, English, 120, Randy C. Baer (story)  Marlane Meyer (teleplay), Neema Barnette, 6.5, N/A, tt0106398, 81, Drama, 1 nomination.
Beyond Suspicion, 1993, 22 Nov 1993, English, 87, Susan Crain Bakos (book)  Karen Clark (teleplay), William A. Graham, 5.0, N/A, tt0106405, 132, Thriller  Drama, N/A
Bikini Squad, 1993, 4 Jun 1997, English, 88, Clark Kent, Valerie Breiman, 3.4, Unrated, tt0106413, 223, Comedy, N/A
Bill Hicks: Revelations, 1993, 14 Sep 1993, English, N/A, Bill Hicks, Chris Bould, 8.9, N/A, tt0152183, 1872, Comedy, N/A
Billy Ray Cyrus: Dreams Come True, 1993, 17 Feb 1993, English, 60, N/A, Jeff Margolis, 7.0, N/A, tt0319062, 12, Documentary  Music, N/A
Bitter Harvest, 1993, 3 Nov 1993, English, 98, Randall Fontana (screenplay), Duane Clark, 4.5, R, tt0106418, 535, Action  Comedy  Thriller, N/A
Black Widow Murders: The Blanche Taylor Moore Story, 1993, 3 May 1993, English, 92, Jim Schutze (nonfiction book "Preacher's Girl")  Judith Paige Mitchell, Alan Metzger, 6.0, NOT RATED, tt0106423, 184, Drama  Crime  Thriller, N/A
Blind Side, 1993, 30 Jan 1993, English, 98, Stewart Lindh (story)  Solomon Weingarten (story)  Stewart Lindh (teleplay)  Solomon Weingarten (teleplay)  John Carlen (teleplay), Geoff Murphy, 5.2, R, tt0106426, 1200, Thriller, N/A
Body Snatchers, 1993, 28 Jan 1994, English, 87, Jack Finney (novel)  Raymond Cistheri (screen story)  Larry Cohen (screen story)  Stuart Gordon (screenplay)  Dennis Paoli (screenplay)  Nicholas St. John (screenplay), Abel Ferrara, 5.9, R, tt0106452, 12619, Sci-Fi  Horror  Thriller, 2 nominations.
Body Bags, 1993, 8 Aug 1993, English, 91, Billy Brown  Dan Angel, John Carpenter  Tobe Hooper  Larry Sulkis, 6.0, R, tt0106449, 4455, Sci-Fi  Horror  Comedy, 4 nominations.
Boiling Point, 1993, 16 Apr 1993, English, 92, Gerald Petievich (novel)  James B. Harris (screenplay), James B. Harris, 4.9, R, tt0106455, 4303, Action  Crime  Drama, N/A
Bopha!, 1993, 24 Sep 1993, English, 120, Percy Mtwa (play)  Brian Bird (screenplay)  John Wierick (screenplay), Morgan Freeman, 6.5, PG-13, tt0106464, 673, Drama, 2 nominations.
Born Yesterday, 1993, 26 Mar 1993, English, 100, Garson Kanin (play)  Douglas McGrath (screenplay), Luis Mandoki, 5.0, PG, tt0106466, 2965, Comedy  Romance, 1 nomination.
Bound and Gagged: A Love Story, 1993, 3 Dec 1993, English, 94, Daniel B. Appleby (script), Daniel B. Appleby, 4.6, N/A, tt0103867, 127, Drama, N/A
Bounty Tracker, 1993, 8 Sep 1993, English, 86, Caroline Olson (screenplay), Kurt Anderson, 5.2, R, tt0106470, 348, Action, N/A
Boys' Shorts: The New Queer Cinema, 1993, 10 Sep 1993, English, 119, N/A, Mark Christopher  Stephen Cummins  Laurie Lynd  Michael Mayson  Chris Newby  Marlon Riggs, 6.1, N/A, tt0106474, 60, N/A, N/A
Brain Fix, 1993, 1 Nov 1993, English, 84, Jay Amin (story)  Ted Chalmers  Tracy Charlton, Scott J. Wallace, 5.0, R, tt0439479, 26, Comedy  Horror, N/A
Brain Smasher... A Love Story, 1993, 17 Nov 1993, English, 88, Albert Pyun, Albert Pyun, 5.8, PG-13, tt0106475, 1507, Action  Comedy  Romance, N/A
Calendar Girl, 1993, 3 Sep 1993, English, 90, Paul W. Shapiro, John Whitesell, 4.9, PG-13, tt0106505, 1744, Drama  Comedy, N/A
Carnosaur, 1993, 21 May 1993, English, 83, John Brosnan (novel)  John Brosnan (treatment)  Adam Simon (screenplay), Adam Simon  Darren Moloney, 3.4, R, tt0106521, 2807, Horror  Sci-Fi, N/A
Caro diario, 1993, 30 Sep 1994, Italian, 100, Nanni Moretti, Nanni Moretti, 7.3, UNRATED, tt0109382, 4787, Biography  Comedy  Drama, 9 wins & 17 nominations.
Casualties of Love: The Long Island Lolita Story, 1993, 3 Jan 1993, English, 95, John Herzfeld, John Herzfeld, 4.7, PG-13, tt0106527, 492, Crime  Drama  Romance, N/A
Class of '61, 1993, 12 Apr 1993, English, 95, Jonas McCord, Gregory Hoblit, 5.5, N/A, tt0106578, 208, Action  Adventure  Drama, N/A
Complex of Fear, 1993, 12 Jan 1993, English, 120, Dyanne Asimow (story)  Dyanne Asimow (teleplay)  Matt Dorff (teleplay), Brian Grant, 5.0, N/A, tt0106596, 126, Mystery  Crime  Thriller, N/A
Coup de jeune, 1993, 7 Apr 1993, French, 88, Coq (comic books)  Xavier Gélin (adaptation)  Philippe Setbon, Xavier Gélin, 4.2, N/A, tt0104016, 54, Comedy, N/A
Crazy Hong Kong, 1993, 10 Jul 1993, Cantonese, 91, Ed Kong  Lawrence Law, Wellson Chin, 4.0, NOT RATED, tt0107102, 297, Adventure  Comedy, N/A
Crying Freeman 6: The Guiding Light of Memory, 1993, N/A, Japanese, N/A, Ryoichi Ikegami (comic)  Kazuo Koike (comic), Shigemori Yamauchi, 7.4, N/A, tt0190339, 88, Animation  Action, N/A
Curacao, 1993, 27 Jun 1993, English, 90, James D. Buchanan (novel)  James D. Buchanan (screenplay), Carl Schultz, 4.7, R, tt0106633, 220, Action  Adventure  Thriller, 1 nomination.
Cyborg 2: Glass Shadow, 1993, 1 Nov 1993, English, 99, Ron Yanover (story)  Mark Geldman (story)  Ron Yanover (screenplay)  Mark Geldman (screenplay)  Michael Schroeder (screenplay), Michael Schroeder, 3.8, R, tt0106639, 3354, Action  Sci-Fi  Thriller, N/A
Cyborg Cop, 1993, 6 Aug 1993, English, 95, Greg Latter, Sam Firstenberg, 3.9, R, tt0109517, 760, Action  Sci-Fi, N/A
Dancing Queen, 1993, 3 Jun 1993, English, 51, Nick Vivian, Nick Hamm, 7.7, N/A, tt0106656, 356, Comedy  Romance, 1 nomination.
Dangerous Game, 1993, 19 Nov 1993, English, 108, Nicholas St. John, Abel Ferrara, 5.7, R, tt0106660, 2600, Drama, 1 win & 1 nomination.
Darkness Before Dawn, 1993, 15 Feb 1993, English, 93, Karen Hall, John Patterson, 6.3, N/A, tt0106670, 163, Drama, N/A
Darr, 1993, 24 Dec 1993, Hindi, 178, Honey Irani (screenplay)  Honey Irani (story)  Javed Siddiqui (dialogue), Yash Chopra, 8.1, N/A, tt0109555, 12469, Drama  Mystery  Romance, 2 wins & 2 nominations.
David Copperfield, 1993, 10 Dec 1993, English, 92, Charles Dickens (novel)  Judith Reeves-Stevens (teleplay)  Garfield Reeves-Stevens (teleplay), Don Arioli, 6.9, N/A, tt0106547, 98, Family  Animation, N/A
Dead Before Dawn, 1993, 10 Jan 1993, English, 120, Ricky Blackwood (story)  John Ireland (story)  John Ireland (teleplay), Charles Correll, 6.0, N/A, tt0106680, 198, Drama  Thriller, N/A
Deadfall, 1993, 8 Oct 1993, English, 98, Christopher Coppola  Nick Vallelonga, Christopher Coppola, 3.7, R, tt0106684, 2113, Crime  Drama, N/A
Desperate Crimes, 1993, 23 Dec 1992, English, 103, Claudio Camarca  Billy DaMota (screenplay)  Andreas Marfori (screenplay)  Andreas Marfori (story), Andreas Marfori, 5.0, NOT RATED, tt0106707, 56, Crime  Drama, N/A
Diana: Her True Story, 1993, 4 Apr 1993, English, 180, Andrew Morton (book)  Stephen Zito (teleplay), Kevin Connor, 4.9, N/A, tt0106715, 139, Biography  Drama, N/A
Die dumme Augustine, 1993, 25 Feb 1993, German, 87, Otfried Preußler (book)  Herbert Lentz (book)  Juraj Herz (screenplay)  Boris Hybner (screenplay), Juraj Herz, 7.4, N/A, tt0128174, 9, Family, 1 win.
Dil Tera Aashiq, 1993, 22 Oct 1993, Hindi, N/A, Reema Rakesh Nath (story)  Sameer (lyrics), Lawrence D'Souza, 5.1, N/A, tt0106725, 363, Action  Comedy  Crime, N/A
Distant Cousins, 1993, 16 May 1993, English, 92, Pierre David (story)  C. Courtney Joyner (screenplay)  C. Courtney Joyner (story), Andrew Lane, 5.5, R, tt0106732, 166, Thriller, N/A
Doctor Who: Dimensions in Time, 1993, 26 Nov 1993, English, 13, David Roden  John Nathan-Turner (screenplay)  John Nathan-Turner (story), Stuart McDonald, 5.1, N/A, tt0261655, 267, Short  Comedy  Sci-Fi, N/A
Double Deception, 1993, 21 Jun 1993, English, 96, Richard Rothstein, Jan Egleson, 4.7, N/A, tt0106760, 38, Thriller, N/A
Double  Double Toil and Trouble, 1993, 30 Oct 1993, English, 96, Jurgen Wolff, Stuart Margolin, 5.7, N/A, tt0106763, 2089, Adventure  Comedy  Family, Nominated for 1 Primetime Emmy. Another 1 win.
Dracula Rising, 1993, 24 Mar 1993, English, 85, Rodman Flender  Daniella Purcell, Fred Gallo, 2.9, R, tt0106767, 271, Horror  Romance, N/A
El pájaro de la felicidad, 1993, 5 May 1993, Spanish, 115, Mario Camus, Pilar Miró, 6.9, N/A, tt0107901, 96, Drama, 2 wins & 1 nomination.
En compagnie d'Antonin Artaud, 1993, 1 Nov 1995, French, 90, Gérard Mordillat  Jacques Prevel (book)  Jérôme Prieur, Gérard Mordillat, 7.1, UNRATED, tt0106810, 88, Biography  Drama, 3 wins.
Enemy Gold, 1993, 3 Jun 1994, English, 92, Wess Rahn  Christian Drew Sidaris, Christian Drew Sidaris, 4.2, R, tt0106819, 351, Action  Adventure  Thriller, N/A
Equinox: The Bermuda Triangle, 1993–, N/A, English, N/A, N/A, N/A, N/A, N/A, tt0258349, N/A, Documentary, N/A
Ethan Frome, 1993, 12 Mar 1993, English, 99, Richard Nelson  Edith Wharton (novel), John Madden, 6.3, PG, tt0106833, 1597, Drama  Romance, N/A
Expert Weapon, 1993, N/A, English, 90, David Huey (story)  Phil M. Noir, Phil M. Noir, 4.2, NOT RATED, tt0106843, 33, Action  Adventure, N/A
Extreme Justice, 1993, 10 Feb 1994, English, 96, Frank Sacks  Robert Boris, Mark L. Lester, 5.3, R, tt0106850, 777, Action  Crime  Drama, N/A
Family of Strangers, 1993, 21 Feb 1993, English, 90, William Gough  Anna Sandor  Jerry Hulse (book), Sheldon Larry, 6.2, N/A, tt0106865, 163, Drama, 2 nominations.
Faraway  So Close!, 1993, 21 Dec 1993, German, 140, Richard Reitinger  Wim Wenders  Ulrich Zieger, Wim Wenders, 7.3, PG-13, tt0107209, 5231, Fantasy  Drama  Mystery, Nominated for 1 Golden Globe. Another 3 wins & 6 nominations.
Farewell My Concubine, 1993, 15 Oct 1993, Mandarin, 171, Pik Wah Lee (novel)  Pik Wah Lee (screenplay)  Wei Lu, Kaige Chen, 8.1, R, tt0106332, 15072, Drama  Music  Romance, Nominated for 2 Oscars. Another 17 wins & 4 nominations.
Father Hood, 1993, 27 Aug 1993, English, 95, Scott Spencer, Darrell Roodt, 4.7, PG-13, tt0106877, 2125, Comedy, N/A
Father Hood, 1993, 27 Aug 1993, English, 95, Scott Spencer, Darrell Roodt, 4.7, PG-13, tt0106877, 2125, Comedy, N/A
Fire on the Amazon, 1993, N/A, English, 87, Luana Anders  Catherine Cyran  Beverly Gray (screenplay), Luis Llosa, 3.4, R, tt0106913, 1981, Action  Adventure  Drama, N/A
Fist of Honor, 1993, 19 May 1993, English, 95, Charles T. Kanganis, Richard Pepin, 4.4, R, tt0106921, 123, Action  Drama, N/A
Flesh and Bone, 1993, 5 Nov 1993, English, 126, Steve Kloves, Steve Kloves, 6.2, R, tt0106926, 3799, Drama  Mystery  Romance, 1 win.
Flight of the Aquanaut, 1993, N/A, English, N/A, N/A, Stephen Low, 6.0, N/A, tt0106928, 20, Documentary, N/A
For the Love of My Child: The Anissa Ayala Story, 1993, 10 May 1993, English, 89, Anna Sandor, Waris Hussein, 4.5, N/A, tt0106943, 90, Drama, N/A
Foreign Affairs, 1993, 17 Mar 1993, English, 100, Alison Lurie (novel)  Chris Bryant (teleplay), Jim O'Brien, 7.1, PG, tt0106947, 125, Romance, 2 wins & 1 nomination.
Frauds, 1993, 17 Sep 1993, English, 90, Stephan Elliott, Stephan Elliott, 6.1, R, tt0106963, 697, Comedy  Crime  Thriller, 1 win & 3 nominations.
Freaked, 1993, 29 Sep 1995, English, 80, Tim Burns  Tom Stern  Alex Winter, Tom Stern  Alex Winter, 6.2, PG-13, tt0109838, 4429, Comedy  Sci-Fi, 2 wins & 4 nominations.
Full Eclipse, 1993, 27 Nov 1993, English, 93, Richard Christian Matheson  Michael Reaves, Anthony Hickox, 5.5, R, tt0106980, 1198, Crime  Horror  Sci-Fi, N/A
Geronimo: An American Legend, 1993, 10 Dec 1993, English, 115, John Milius (story)  John Milius (screenplay)  Larry Gross (screenplay), Walter Hill, 6.4, PG-13, tt0107004, 6121, Drama  History  Western, Nominated for 1 Oscar. Another 1 win & 1 nomination.
Ghost in the Machine, 1993, 29 Dec 1993, English, 95, William Davies  William Osborne, Rachel Talalay, 4.3, R, tt0107009, 2556, Horror  Sci-Fi  Thriller, N/A
Gift, 1993, 1 Nov 1993, English, 80, N/A, Perry Farrell  Casey Niccoli, 7.3, N/A, tt0107011, 212, Documentary  Music, N/A
Glädjekällan, 1993, 12 Nov 1993, Swedish, 89, Richard Hobert, Richard Hobert, 6.4, N/A, tt0107019, 242, Drama, 2 wins.
Godzilla vs. Mechagodzilla II, 1993, 11 Dec 1993, Japanese, 105, Wataru Mimura, Takao Okawara, 6.6, PG, tt0107027, 2418, Action  Adventure  Drama, 1 nomination.
Gregory K, 1993, 8 Feb 1993, English, 89, Sharon Elizabeth Doyle, Linda Otto, 6.4, N/A, tt0107044, 141, Drama, N/A
Guilty as Sin, 1993, 4 Jun 1993, English, 107, Larry Cohen, Sidney Lumet, 5.5, R, tt0107057, 3395, Crime  Drama  Thriller, N/A
